entity1,entity2,label,raw_response,prediction,correct
intuit quicken home inventory manager windows intuit 34.95,intuit inc quicken home inventory manager 29.78,YES,"Expert_A_reason: Both entities refer to ""Intuit Quicken Home Inventory Manager"" software from Intuit, with only minor differences in price and wording.
Expert_A_vote: YES
Expert_B_reason: The product name and company match exactly, and the price difference is minor and likely due to retailer or time differences.
Expert_B_vote: YES
Expert_C_reason: Both entities describe the same software product from Intuit, with only slight variation in price and description details.
Expert_C_vote: YES
Vote_Count: 3/3 YES
Final_Decision: YES",YES,True
adobe acrobat 7.0 professional adobe 449.99,i copydvds 2 professional edition me-too-software 27.9,NO,"Expert_A_reason: The product names, publishers, and prices are completely different, indicating they are distinct software products.
Expert_A_vote: NO
Expert_B_reason: ""Adobe Acrobat 7.0 Professional"" by Adobe and ""i copydvds 2 professional edition"" by Me-Too-Software are different products from different companies.
Expert_B_vote: NO
Expert_C_reason: The entities have different names, publishers, and price points, so they do not refer to the same entity.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
reader rabbit learning system 1st grade encore software 29.99,reader rabbit 1st grade 17.9,YES,"Expert_A_reason: Both entities refer to ""Reader Rabbit 1st Grade"" educational software, with minor differences in price and additional descriptors.
Expert_A_vote: YES
Expert_B_reason: The core product ""Reader Rabbit 1st Grade"" is present in both, despite one mentioning ""Encore Software"" and a price difference.
Expert_B_vote: YES
Expert_C_reason: Both entities describe the same ""Reader Rabbit 1st Grade"" learning system, with only slight variations in details and price.
Expert_C_vote: YES
Vote_Count: 3/3 YES
Final_Decision: YES",YES,True
microsoft crm small business ed cal 3.0 license pack user cal microsoft software 9929.0,t74-00004 microsoft windows small business server 2003 license 20 additional user cals 1834.4,NO,"Expert_A_reason: Entity-1 refers to a Microsoft CRM Small Business Edition user CAL license pack, while Entity-2 refers to additional user CALs for Microsoft Windows Small Business Server 2003, which are different products.  
Expert_A_vote: NO  
Expert_B_reason: The first entity is for Microsoft CRM software licenses, and the second is for Windows Small Business Server user CALs, so they are not the same product.  
Expert_B_vote: NO  
Expert_C_reason: Although both are Microsoft user CAL license packs, one is for CRM Small Business Edition and the other for Windows Small Business Server 2003, which are distinct products.  
Expert_C_vote: NO  
Vote_Count: 0/3 YES  
Final_Decision: NO",NO,True
adobe premiere pro cs3 upgrade adobe 299.0,adobe contribute cs3 upgrade 82.99,NO,"Expert_A_reason: The two entities refer to different Adobe products (""Premiere Pro"" vs ""Contribute"") and have different prices.
Expert_A_vote: NO
Expert_B_reason: The product names and prices are different, indicating they are not the same entity.
Expert_B_vote: NO
Expert_C_reason: ""Adobe Premiere Pro CS3"" and ""Adobe Contribute CS3"" are distinct software products despite both being upgrades.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
acrobat professional 8 mac upsell standard-professional adobe 273.0,resume maker professional 12 17.95,NO,"Expert_A_reason: The first entity refers to Adobe Acrobat Professional 8 for Mac, while the second refers to Resume Maker Professional 12, which are different software products.  
Expert_A_vote: NO  
Expert_B_reason: The names, versions, and purposes of the two products are completely different, indicating they are not the same entity.  
Expert_B_vote: NO  
Expert_C_reason: One entity is a PDF software by Adobe and the other is a resume creation tool, so they are unrelated.  
Expert_C_vote: NO  
Vote_Count: 0/3 YES  
Final_Decision: NO",NO,True
sonicwall global vpn client license 01-ssc-5310 ) sonic systems inc. .,01-ssc-3363 sonicwall global management system standard edition license 10 nodes win 1835.31,NO,"Expert_A_reason: The first entity is a license for SonicWall Global VPN Client, while the second is a license for SonicWall Global Management System, which are different products.
Expert_A_vote: NO
Expert_B_reason: The product names and license codes are different, indicating they refer to separate software products from SonicWall.
Expert_B_vote: NO
Expert_C_reason: The entities have different product names, license codes, and purposes, so they are not the same.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
adobe creative suite cs3 design standard upgrade adobe 399.0,adobe cs3 design premium upsell 1639.99,NO,"Expert_A_reason: The first entity is ""Adobe Creative Suite CS3 Design Standard Upgrade"" while the second is ""Adobe CS3 Design Premium Upsell,"" which are different product editions and types.  
Expert_A_vote: NO  
Expert_B_reason: The entities refer to different editions (""Standard"" vs ""Premium"") and different types of licenses (""Upgrade"" vs ""Upsell"").  
Expert_B_vote: NO  
Expert_C_reason: The product names indicate different editions and upgrade paths, so they are not the same entity.  
Expert_C_vote: NO  
Vote_Count: 0/3 YES  
Final_Decision: NO",NO,True
instant immersion spanish ( audio book ) topics entertainment,classics the : the piano ( audio book ) 29.95,NO,"Expert_A_reason: The first entity is an audio book for learning Spanish, while the second is an audio book about piano classics, so they are different topics and products.
Expert_A_vote: NO
Expert_B_reason: The titles, subjects, and likely content of the two audio books are completely unrelated.
Expert_B_vote: NO
Expert_C_reason: One entity is about Spanish language learning and the other is about piano classics, indicating they are not the same.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
photo explosion deluxe 3.0 nova development 49.99,print explosion deluxe 3.0 : mac 49.99,NO,"Expert_A_reason: The product names differ (""photo explosion deluxe"" vs ""print explosion deluxe""), suggesting they are different products despite similar version and price.
Expert_A_vote: NO
Expert_B_reason: Although both are version 3.0 from Nova Development and priced the same, the core product names (""photo"" vs ""print"") indicate they are distinct software.
Expert_B_vote: NO
Expert_C_reason: The difference in product names (""photo explosion deluxe"" vs ""print explosion deluxe"") implies they are separate products, even if other details match.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
microsoft visio standard 2007 version upgrade microsoft 129.95,microsoft ( r ) excel 2007 109.99,NO,"Expert_A_reason: Entity-1 refers to Microsoft Visio Standard 2007 (an upgrade version), while Entity-2 refers to Microsoft Excel 2007, which are different software products.
Expert_A_vote: NO
Expert_B_reason: The first entity is for Visio Standard 2007 upgrade, and the second is for Excel 2007, so they are distinct products.
Expert_B_vote: NO
Expert_C_reason: Microsoft Visio and Microsoft Excel are separate applications, as indicated by their names and descriptions.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
acrobat professional 8 mac upsell standard-professional adobe 273.0,adobe acrobat v8 .0 professional for mac 405.99,NO,"Expert_A_reason: Both entities refer to Adobe Acrobat Professional version 8 for Mac, despite minor differences in wording and price.
Expert_A_vote: YES
Expert_B_reason: The product name, version (8), edition (Professional), and platform (Mac) all match between the two entities.
Expert_B_vote: YES
Expert_C_reason: Both entities describe Adobe Acrobat Professional 8 for Mac, with only minor differences in description and price.
Expert_C_vote: YES
Vote_Count: 3/3 YES
Final_Decision: YES",YES,False
3d home architect home v. 8 by encore software encore software 39.99,encore software 13781 westward 17.97,NO,"Expert_A_reason: Although both entities mention ""Encore Software,"" the first refers to a specific software product and version, while the second appears to reference a different product or SKU (""13781 westward"") and a different price.
Expert_A_vote: NO
Expert_B_reason: The first entity is about ""3d home architect home v. 8"" by Encore Software, while the second lists ""13781 westward,"" which does not clearly relate to the same product.
Expert_B_vote: NO
Expert_C_reason: The only commonality is the company name ""Encore Software,"" but the products and details are different.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
project x project management software marware 199.95,apple remote desktop 3 desktop management software 10-client edition apple & mac software 279.95,NO,"Expert_A_reason: The two entities have different names, functions, and prices, indicating they are distinct software products.
Expert_A_vote: NO
Expert_B_reason: One entity is project management software called ""project x"" by Marware, while the other is remote desktop management software by Apple, so they are not the same.
Expert_B_vote: NO
Expert_C_reason: The products serve different purposes and are from different vendors, so they do not refer to the same entity.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
instant immersion spanish deluxe 2.0 topics entertainment 49.99,instant immersion italian platinum ( win 95 98 me nt 2000 xp ) 129.99,NO,"Expert_A_reason: The two entities are different language learning products (Spanish vs. Italian) with different versions and prices.
Expert_A_vote: NO
Expert_B_reason: The products differ in language (Spanish vs. Italian), edition (Deluxe 2.0 vs. Platinum), and price.
Expert_B_vote: NO
Expert_C_reason: The entities refer to different language courses and have distinct product details.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
peachtree by sage premium accounting for manufacturing 2007 multi user ( up to 5 users ) sage software 1199.99,laser checks for peachtree ( r ) accounting for windows 8.0-2005 106.29,NO,"Expert_A_reason: Entity-1 is accounting software, while Entity-2 is a type of check paper compatible with the software, so they are different products.  
Expert_A_vote: NO  
Expert_B_reason: The first entity is a software product, and the second is a consumable (laser checks) designed to work with that software, not the same entity.  
Expert_B_vote: NO  
Expert_C_reason: Although both entities are related to Peachtree accounting, one is the software itself and the other is a compatible accessory, so they are not the same entity.  
Expert_C_vote: NO  
Vote_Count: 0/3 YES  
Final_Decision: NO",NO,True
internet security barrier x4 antispam edition intego inc,f89-00346 microsoft internet security and acceleration server enterprise edition license 537.72,NO,"Expert_A_reason: The first entity is an antispam product from Intego Inc, while the second is a Microsoft security server product, so they are different products from different companies.
Expert_A_vote: NO
Expert_B_reason: The names, editions, and companies of the two products are completely different, indicating they are not the same entity.
Expert_B_vote: NO
Expert_C_reason: One entity is an Intego antispam software and the other is a Microsoft server security product, so they do not refer to the same entity.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
westward encore software 19.99,encore software 13781 westward 17.97,NO,"Expert_A_reason: Both entities mention ""Encore Software"" and ""Westward,"" suggesting they refer to the same product, with only minor differences in price and possible product code.
Expert_A_vote: YES
Expert_B_reason: The entities share the same brand (""Encore Software"") and product name (""Westward""), with price differences likely due to retailer or listing variations.
Expert_B_vote: YES
Expert_C_reason: Both entities reference ""Encore Software"" and ""Westward,"" indicating they are likely the same product despite different prices and the presence of a number in Entity-2.
Expert_C_vote: YES
Vote_Count: 3/3 YES
Final_Decision: YES",YES,False
rainbow fish and the whale ( win/mac ) global-software-publishing 9.99,rainbow fish and the whale 6.95,NO,"Expert_A_reason: Both entities refer to ""rainbow fish and the whale"" and the price difference can be due to platform or seller, so they likely refer to the same product.
Expert_A_vote: YES
Expert_B_reason: The titles are identical and the only differences are price and platform information, which do not indicate different entities.
Expert_B_vote: YES
Expert_C_reason: Despite the price and platform details, both entities describe the same title, suggesting they are the same entity.
Expert_C_vote: YES
Vote_Count: 3/3 YES
Final_Decision: YES",YES,False
microsoft office 2004 professional ( mac ) microsoft 499.99,office mac 2004 microsoft 731-01002 331.77,NO,"Expert_A_reason: Both entities refer to Microsoft Office 2004 for Mac, despite differences in price and inclusion of a product code in Entity-2.
Expert_A_vote: YES
Expert_B_reason: The product names indicate they are both Microsoft Office 2004 for Mac, with only minor differences in detail and pricing.
Expert_B_vote: YES
Expert_C_reason: Both entities describe Microsoft Office 2004 for Mac, and the differences in price and product code do not indicate different products.
Expert_C_vote: YES
Vote_Count: 3/3 YES
Final_Decision: YES",YES,False
microsoft office excel 2007 microsoft 229.95,designing forms with microsoft office infopath 2007 36.39,NO,"Expert_A_reason: Entity-1 refers to Microsoft Office Excel 2007, while Entity-2 refers to a book about designing forms with Microsoft Office InfoPath 2007, which are different products.
Expert_A_vote: NO
Expert_B_reason: The first entity is a software product (Excel 2007), and the second is a book about a different software (InfoPath 2007).
Expert_B_vote: NO
Expert_C_reason: The entities refer to different items—one is Excel 2007 software, the other is a book about InfoPath 2007.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
adobe photoshop elements 5.0 premiere elements 3.0 bundle adobe 149.99,adobe photoshop cs3 for mac 609.99,NO,"Expert_A_reason: The first entity is a bundle of Photoshop Elements 5.0 and Premiere Elements 3.0, while the second is Photoshop CS3 for Mac, which are different products.  
Expert_A_vote: NO  
Expert_B_reason: The product names, versions, and included software are different between the two entities.  
Expert_B_vote: NO  
Expert_C_reason: One entity is a bundle of consumer-level software, and the other is a professional version for Mac, so they are not the same.  
Expert_C_vote: NO  
Vote_Count: 0/3 YES  
Final_Decision: NO",NO,True
adobe creative suite cs3 production premium upgrade adobe 799.0,premiere pro cs3 mac upgrade 320.25,NO,"Expert_A_reason: Entity-1 refers to a full suite of Adobe products (Creative Suite CS3 Production Premium), while Entity-2 refers specifically to Premiere Pro CS3 for Mac, so they are not the same product.
Expert_A_vote: NO
Expert_B_reason: The first entity is an upgrade for the entire Adobe Creative Suite CS3 Production Premium, whereas the second is only for Premiere Pro CS3 Mac, indicating they are different products.
Expert_B_vote: NO
Expert_C_reason: Although both are Adobe CS3 upgrades, one is a suite and the other is a single application, so they do not refer to the same entity.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
instant immersion japanese deluxe 2.0 topics entertainment 39.99,instant immersion translator deluxe 2.0 22.9,NO,"Expert_A_reason: The first entity is specifically ""Instant Immersion Japanese Deluxe 2.0"" while the second is ""Instant Immersion Translator Deluxe 2.0,"" which suggests they are different products despite similar branding and version numbers.
Expert_A_vote: NO
Expert_B_reason: The product names differ significantly (""Japanese"" vs ""Translator""), indicating they are not the same entity.
Expert_B_vote: NO
Expert_C_reason: Although both are ""Deluxe 2.0"" from Instant Immersion, the specific product focus (""Japanese"" vs ""Translator"") and different prices suggest they are not the same.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
micromat techtool pro 4 ( mac ) micromat 99.99,micromat techtool protege utility with 1gb firewire flash drive 219.99,NO,"Expert_A_reason: The product names and descriptions indicate different Micromat products (TechTool Pro 4 vs. TechTool Protege utility with hardware), so they are not the same entity.
Expert_A_vote: NO
Expert_B_reason: Although both are Micromat utilities, one is software (TechTool Pro 4) and the other is a hardware/software bundle (TechTool Protege with flash drive), so they are distinct products.
Expert_B_vote: NO
Expert_C_reason: The entities refer to different Micromat products with different names, features, and prices.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
adobe creative suite cs3 design premium upsell adobe 1599.0,adobe cs3 production premium academic 569.99,NO,"Expert_A_reason: The two entities refer to different Adobe CS3 product editions (Design Premium vs. Production Premium) and have different pricing and target audiences (upsell vs. academic).
Expert_A_vote: NO
Expert_B_reason: The product names indicate different editions of Adobe CS3 (Design Premium vs. Production Premium) and different pricing tiers.
Expert_B_vote: NO
Expert_C_reason: The entities describe different Adobe CS3 packages with distinct names, purposes, and prices.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
instant immersion spanish 2.0 topics entertainment 29.99,instant immersion translator deluxe 2.0 22.9,NO,"Expert_A_reason: The first entity is a Spanish language learning product focused on entertainment topics, while the second is a translator software, so they are different products.  
Expert_A_vote: NO  
Expert_B_reason: The names and purposes of the products differ, with one being a Spanish learning tool and the other a translation software.  
Expert_B_vote: NO  
Expert_C_reason: Despite similar branding and version numbers, the product types and descriptions do not match.  
Expert_C_vote: NO  
Vote_Count: 0/3 YES  
Final_Decision: NO",NO,True
adobe premiere pro cs3 adobe 799.0,adobe premiere elements 3 ( pc ) 99.99,NO,"Expert_A_reason: The first entity is ""Adobe Premiere Pro CS3"" and the second is ""Adobe Premiere Elements 3,"" which are different products in the Adobe Premiere line.
Expert_A_vote: NO
Expert_B_reason: ""Premiere Pro CS3"" and ""Premiere Elements 3"" are distinct software products with different features and target audiences.
Expert_B_vote: NO
Expert_C_reason: Despite both being video editing software from Adobe, ""Premiere Pro CS3"" and ""Premiere Elements 3"" are separate products.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
adobe creative suite cs3 design premium upsell adobe 1599.0,adobe creative suite 3 design standard complete package 1 user academic windows 369.0,NO,"Expert_A_reason: The two entities refer to different versions (Design Premium Upsell vs. Design Standard Academic), with different pricing and target users.  
Expert_A_vote: NO  
Expert_B_reason: The product editions (Design Premium Upsell vs. Design Standard Academic) and pricing are different, indicating they are not the same product.  
Expert_B_vote: NO  
Expert_C_reason: The entities differ in edition (Premium Upsell vs. Standard Academic), package type, and price, so they are not the same.  
Expert_C_vote: NO  
Vote_Count: 0/3 YES  
Final_Decision: NO",NO,True
microsoft office mac 2004 english 3pk dsp 731-01163 ) microsoft corporation,microsoft office basic edition 2003 license and media 124.95,NO,"Expert_A_reason: The first entity is Microsoft Office for Mac 2004 (3-pack, English), while the second is Microsoft Office Basic Edition 2003 (license and media), which are different versions and editions for different platforms.
Expert_A_vote: NO
Expert_B_reason: The products differ in version year, edition, and platform (Mac 2004 vs. Basic 2003), so they are not the same entity.
Expert_B_vote: NO
Expert_C_reason: One is a Mac version from 2004 and the other is a Windows Basic Edition from 2003, indicating they are distinct products.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
adobe contribute cs3 [ mac ] adobe 149.0,adobe cs3 web standard upsell 819.99,NO,"Expert_A_reason: The first entity refers specifically to ""Adobe Contribute CS3"" for Mac, while the second refers to the broader ""Adobe CS3 Web Standard"" suite with an upsell, indicating different products.
Expert_A_vote: NO
Expert_B_reason: The product names and prices are different, with one being a single application (Contribute) and the other a suite (Web Standard), so they are not the same entity.
Expert_B_vote: NO
Expert_C_reason: ""Adobe Contribute CS3"" and ""Adobe CS3 Web Standard"" are distinct products, and the price difference further supports they are not the same.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
microsoft office small business 2007 full version microsoft 449.95,microsoft ( r ) office ultimate 2007 539.95,NO,"Expert_A_reason: The product names indicate different editions of Microsoft Office 2007 (""Small Business"" vs ""Ultimate""), which are distinct products.
Expert_A_vote: NO
Expert_B_reason: The two entities refer to different editions of Microsoft Office 2007, as ""Small Business"" and ""Ultimate"" are separate versions with different features and prices.
Expert_B_vote: NO
Expert_C_reason: The edition names and prices differ, indicating these are not the same product.
Expert_C_vote: NO
Vote_Count: 0/3 YES
Final_Decision: NO",NO,True
photo explosion 3.0 nova development 29.99,prw photo explosion deluxe v. 3.0 complete package 1 user cd win 47.6,NO,"Expert_A_reason: Both entities refer to ""Photo Explosion 3.0"" software, with the second providing more detail about the edition and packaging, but the core product matches.
Expert_A_vote: YES
Expert_B_reason: The names, version number (3.0), and developer (Nova Development) align, indicating they are the same software despite differences in description and price.
Expert_B_vote: YES
Expert_C_reason: Both mention ""Photo Explosion 3.0,"" and the additional details in Entity-2 do not contradict Entity-1, suggesting they are the same product.
Expert_C_vote: YES
Vote_Count: 3/3 YES
Final_Decision: YES",YES,False
